Bill Date,Invoice ID,Product ID,Product Name,Product Category,Brand,Qty Sold,Selling Price per Unit,MRP,Discount Offered(%),Discount Amount,Net Amount,Branch Name,Sales Channel,Customer Segment,Payment Mode,Region
04-12-2022 00:00,INV202203044058,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,260,1900,2000,5,26000,494000,Perumbavoor,Distributor,Distributor,EMI,Kerala
04-12-2022 00:00,INV202203046323,P004,Termination Box 2-Way Model,Distribution Products,Opton,227,1900,2000,5,22700,431300,Perumbavoor,Retail,International Buyers,EMI,Kerala
04-12-2022 00:00,INV202203045976,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,685,95,100,5,3425,65075,Ernakulam,Distributor,ISP,Credit,Maharashtra
04-12-2022 00:00,INV202203043891,P004,V1600G2,GPON OLT,Netlink,5,180000,200000,10,100000,900000,Perumbavoor,Distributor,ISP,Full Cash,Karnataka
04-12-2022 00:00,INV202203049830,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,1370,95,100,5,6850,130150,Bangalore,,Enterprise,Full Cash,Karnataka
05-12-2022 00:00,SYN202212050097,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,1794,95,100,5,8970,170430,Ernakulam,Retail,ISP,Credit,Karnataka
06-12-2022 00:00,SYN202212060098,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2786,95,100,5,13930,264670,Bangalore,Distributor,ISP,Credit,Karnataka
07-12-2022 00:00,INV202203075612,P004,V1600G2,GPON OLT,Netlink,9,180000,200000,10,180000,1620000,Chennai,Distributor,ISP,Full Cash,Tamil Nadu
07-12-2022 00:00,INV202203072041,P005,HG2802RGWT,GPON ONT,Netlink,59,4750,5000,5,14750,280250,Perumbavoor,Retail,Retailer,Full Cash,Karnataka
07-12-2022 00:00,INV202203076493,P004,Termination Box 2-Way Model,Distribution Products,Opton,216,1900,2000,5,21600,410400,Perumbavoor,Distributor,Retailer,Credit,Karnataka
07-12-2022 00:00,INV202203078420,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,240,1900,2000,5,24000,456000,Noida,Distributor,Distributor,Full Cash,Delhi
07-12-2022 00:00,INV202203072602,P005,HG2802RGWT,GPON ONT,Netlink,139,4750,5000,5,34750,660250,Perumbavoor,Retail,Distributor,EMI,Kerala
07-12-2022 00:00,INV202203075718,P003,V1600D4-L,GEPON OLT,Netlink,7,90000,100000,10,70000,630000,Ernakulam,Distributor,ISP,EMI,Kerala
07-12-2022 00:00,INV202203078864,P005,HG2802RGWT,GPON ONT,Netlink,26,4750,5000,5,6500,123500,Bangalore,Retail,ISP,,Karnataka
07-12-2022 00:00,INV202203071661,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2053,95,100,5,10265,195035,Ernakulam,Wholesale,ISP,Full Cash,Maharashtra
08-12-2022 00:00,INV202203088771,P004,Termination Box 2-Way Model,Distribution Products,Opton,122,1900,2000,5,12200,231800,Coimbatore,Distributor,ISP,Full Cash,Tamil Nadu
08-12-2022 00:00,INV202203089214,P004,V1600G2,GPON OLT,Netlink,10,180000,200000,10,200000,1800000,Hyderabad,Wholesale,ISP,EMI,Telangana
08-12-2022 00:00,INV202203086954,P004,V1600G2,GPON OLT,Netlink,1,180000,200000,10,20000,180000,Chennai,,ISP,EMI,Tamil Nadu
08-12-2022 00:00,INV202203082625,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,220,1900,2000,5,22000,418000,Hyderabad,Distributor,Distributor,Credit,Telangana
08-12-2022 00:00,INV202203085620,P005,HG2802RGWT,GPON ONT,Netlink,120,4750,5000,5,30000,570000,,Distributor,Enterprise,,Tamil Nadu
08-12-2022 00:00,INV202203082920,P005,HG2802RGWT,GPON ONT,Netlink,144,4750,5000,5,36000,684000,,Distributor,International Buyers,Credit,Telangana
08-12-2022 00:00,INV202203085073,P003,V1600D4-L,GEPON OLT,Netlink,7,90000,100000,10,70000,630000,Perumbavoor,Distributor,Enterprise,EMI,Kerala
08-12-2022 00:00,INV202203081160,P004,Termination Box 2-Way Model,Distribution Products,Opton,110,1900,2000,5,11000,209000,Bangalore,Distributor,International Buyers,Full Cash,Karnataka
08-12-2022 00:00,INV202203084352,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2305,95,100,5,11525,218975,Perumbavoor,Distributor,ISP,,Kerala
09-12-2022 00:00,INV202203096201,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,67,1900,2000,5,6700,127300,Hyderabad,Distributor,ISP,Full Cash,Telangana
09-12-2022 00:00,INV202203099429,P003,V1600D4-L,GEPON OLT,Netlink,3,90000,100000,10,30000,270000,Ernakulam,Distributor,ISP,Full Cash,Maharashtra
09-12-2022 00:00,INV202203093517,P004,Termination Box 2-Way Model,Distribution Products,Opton,227,1900,2000,5,22700,431300,Coimbatore,Retail,Enterprise,Full Cash,Tamil Nadu
09-12-2022 00:00,INV202203099185,P005,HG2802RGWT,GPON ONT,Netlink,108,4750,5000,5,27000,513000,Coimbatore,Wholesale,Retailer,Full Cash,Tamil Nadu
09-12-2022 00:00,INV202203097263,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,140,1900,2000,5,14000,266000,Chennai,Distributor,Enterprise,Full Cash,Tamil Nadu
09-12-2022 00:00,INV202203093756,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2268,95,100,5,11340,215460,Chennai,Wholesale,International Buyers,Credit,Tamil Nadu
09-12-2022 00:00,INV202203095639,P004,V1600G2,GPON OLT,Netlink,10,180000,200000,10,200000,1800000,Ernakulam,Wholesale,Distributor,EMI,Maharashtra
09-12-2022 00:00,INV202203097212,P005,HG2802RGWT,GPON ONT,Netlink,127,4750,5000,5,31750,603250,Chennai,Distributor,ISP,Credit,Tamil Nadu
09-12-2022 00:00,INV202203094929,P003,V1600D4-L,GEPON OLT,Netlink,4,90000,100000,10,40000,360000,Perumbavoor,Distributor,International Buyers,Full Cash,Kerala
10-12-2022 00:00,INV202203101432,P003,V1600D4-L,GEPON OLT,Netlink,8,90000,100000,10,80000,720000,Perumbavoor,Distributor,ISP,Credit,Kerala
10-12-2022 00:00,INV202203104612,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,1205,95,100,5,6025,114475,Perumbavoor,Distributor,Retailer,Full Cash,Kerala
10-12-2022 00:00,INV202203105730,P004,Termination Box 2-Way Model,Distribution Products,Opton,99,1900,2000,5,9900,188100,Perumbavoor,Distributor,Distributor,Credit,Karnataka
10-12-2022 00:00,INV202203109041,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,97,1900,2000,5,9700,184300,Coimbatore,Distributor,Enterprise,EMI,Tamil Nadu
10-12-2022 00:00,INV202203106317,P005,HG2802RGWT,GPON ONT,Netlink,273,4750,5000,5,68250,1296750,Perumbavoor,Wholesale,ISP,Credit,Kerala
10-12-2022 00:00,INV202203105050,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,210,95,100,5,1050,19950,Coimbatore,Retail,ISP,,Tamil Nadu
10-12-2022 00:00,INV202203103884,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,101,1900,2000,5,10100,191900,Perumbavoor,Wholesale,Distributor,Credit,Kerala
10-12-2022 00:00,INV202203104300,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,791,95,100,5,3955,75145,Perumbavoor,Distributor,Enterprise,EMI,Kerala
10-12-2022 00:00,INV202203108940,P004,V1600G2,GPON OLT,Netlink,10,180000,200000,10,200000,1800000,Bangalore,Retail,ISP,Credit,Karnataka
10-12-2022 00:00,INV202203106578,P004,Termination Box 2-Way Model,Distribution Products,Opton,121,1900,2000,5,12100,229900,Ernakulam,Distributor,International Buyers,EMI,Maharashtra
11-12-2022 00:00,INV202203114446,P003,V1600D4-L,GEPON OLT,Netlink,1,90000,100000,10,10000,90000,Perumbavoor,Distributor,ISP,Credit,Kerala
11-12-2022 00:00,INV202203117078,P004,Termination Box 2-Way Model,Distribution Products,Opton,152,1900,2000,5,15200,288800,Ernakulam,Wholesale,International Buyers,Credit,Kerala
11-12-2022 00:00,INV202203119531,P004,Termination Box 2-Way Model,Distribution Products,Opton,88,1900,2000,5,8800,167200,Bangalore,Retail,ISP,Credit,Karnataka
11-12-2022 00:00,INV202203119225,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,564,95,100,5,2820,53580,,Retail,Retailer,Full Cash,Tamil Nadu
11-12-2022 00:00,INV202203112390,P004,V1600G2,GPON OLT,Netlink,10,180000,200000,10,200000,1800000,,Wholesale,International Buyers,,Kerala
11-12-2022 00:00,INV202203116284,P003,V1600D4-L,GEPON OLT,Netlink,7,90000,100000,10,70000,630000,Ernakulam,Retail,ISP,Full Cash,Maharashtra
11-12-2022 00:00,INV202203112487,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,1662,95,100,5,8310,157890,Perumbavoor,Distributor,Retailer,Full Cash,Karnataka
11-12-2022 00:00,INV202203117335,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,212,1900,2000,5,21200,402800,Coimbatore,Wholesale,Enterprise,Credit,Tamil Nadu
11-12-2022 00:00,INV202203112658,P005,HG2802RGWT,GPON ONT,Netlink,230,4750,5000,5,57500,1092500,Hyderabad,Retail,Enterprise,Credit,Telangana
12-12-2022 00:00,SYN202212120099,P004,Termination Box 2-Way Model,Distribution Products,Opton,141,1900,2000,5,14100,267900,Ernakulam,Wholesale,International Buyers,EMI,Karnataka
13-12-2022 00:00,SYN202212130100,P003,V1600D4-L,GEPON OLT,Netlink,1,90000,100000,10,10000,90000,Bangalore,Retail,ISP,Full Cash,Tamil Nadu
14-12-2022 00:00,INV202203147270,P004,Termination Box 2-Way Model,Distribution Products,Opton,82,1900,2000,5,8200,155800,Coimbatore,Retail,Distributor,EMI,Tamil Nadu
14-12-2022 00:00,INV202203148071,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2386,95,100,5,11930,226670,Perumbavoor,Distributor,Enterprise,Full Cash,Karnataka
14-12-2022 00:00,INV202203144843,P004,Termination Box 2-Way Model,Distribution Products,Opton,167,1900,2000,5,16700,317300,Noida,Distributor,ISP,Full Cash,Delhi
14-12-2022 00:00,INV202203146513,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,65,1900,2000,5,6500,123500,Perumbavoor,Retail,Retailer,EMI,Kerala
14-12-2022 00:00,INV202203147947,P005,HG2802RGWT,GPON ONT,Netlink,210,4750,5000,5,52500,997500,Ernakulam,Retail,International Buyers,Full Cash,Maharashtra
14-12-2022 00:00,INV202203144073,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,164,1900,2000,5,16400,311600,Noida,Distributor,International Buyers,EMI,Delhi
14-12-2022 00:00,INV202203148259,P004,V1600G2,GPON OLT,Netlink,10,180000,200000,10,200000,1800000,Hyderabad,Distributor,International Buyers,Credit,Telangana
14-12-2022 00:00,INV202203146709,P003,V1600D4-L,GEPON OLT,Netlink,8,90000,100000,10,80000,720000,Hyderabad,Wholesale,ISP,Credit,Telangana
15-12-2022 00:00,INV202203154668,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,219,1900,2000,5,21900,416100,Bangalore,Wholesale,International Buyers,Full Cash,Karnataka
15-12-2022 00:00,INV202203152981,P003,V1600D4-L,GEPON OLT,Netlink,9,90000,100000,10,90000,810000,Bangalore,,ISP,Credit,Karnataka
15-12-2022 00:00,INV202203157573,P004,V1600G2,GPON OLT,Netlink,11,180000,200000,10,220000,1980000,Coimbatore,Distributor,Distributor,Credit,Tamil Nadu
15-12-2022 00:00,INV202203156077,P004,Termination Box 2-Way Model,Distribution Products,Opton,1,1900,2000,5,100,1900,Coimbatore,Distributor,ISP,Credit,Tamil Nadu
15-12-2022 00:00,INV202203158078,P005,HG2802RGWT,GPON ONT,Netlink,79,4750,5000,5,19750,375250,Hyderabad,Wholesale,International Buyers,EMI,Telangana
15-12-2022 00:00,INV202203154634,P004,Termination Box 2-Way Model,Distribution Products,Opton,246,1900,2000,5,24600,467400,Perumbavoor,Distributor,Enterprise,Credit,Karnataka
15-12-2022 00:00,INV202203156932,P005,HG2802RGWT,GPON ONT,Netlink,141,4750,5000,5,35250,669750,Perumbavoor,Wholesale,ISP,Full Cash,Kerala
15-12-2022 00:00,INV202203155458,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2491,95,100,5,12455,236645,Perumbavoor,Wholesale,Retailer,Full Cash,Kerala
16-12-2022 00:00,INV202203165188,P004,V1600G2,GPON OLT,Netlink,6,180000,200000,10,120000,1080000,Ernakulam,Distributor,Retailer,Credit,Maharashtra
16-12-2022 00:00,INV202203168048,P004,Termination Box 2-Way Model,Distribution Products,Opton,244,1900,2000,5,24400,463600,Coimbatore,Retail,,Credit,Tamil Nadu
16-12-2022 00:00,INV202203163491,P004,V1600G2,GPON OLT,Netlink,1,180000,200000,10,20000,180000,Chennai,Retail,Enterprise,,Tamil Nadu
16-12-2022 00:00,INV202203169360,P003,V1600D4-L,GEPON OLT,Netlink,9,90000,100000,10,90000,810000,Perumbavoor,Distributor,Enterprise,EMI,Kerala
16-12-2022 00:00,INV202203169111,P004,V1600G2,GPON OLT,Netlink,4,180000,200000,10,80000,720000,,Wholesale,Distributor,Full Cash,Maharashtra
16-12-2022 00:00,INV202203166770,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,249,1900,2000,5,24900,473100,Noida,Retail,Retailer,EMI,Delhi
16-12-2022 00:00,INV202203161297,P005,HG2802RGWT,GPON ONT,Netlink,260,4750,5000,5,65000,1235000,Hyderabad,Wholesale,Distributor,Full Cash,Telangana
16-12-2022 00:00,INV202203169311,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2447,95,100,5,12235,232465,Perumbavoor,Distributor,Distributor,Credit,Kerala
17-12-2022 00:00,INV202203179621,P005,HG2802RGWT,GPON ONT,Netlink,236,4750,5000,5,59000,1121000,Ernakulam,Distributor,Enterprise,Full Cash,Maharashtra
17-12-2022 00:00,INV202203179265,P004,V1600G2,GPON OLT,Netlink,11,180000,200000,10,220000,1980000,Perumbavoor,Distributor,Retailer,EMI,Kerala
17-12-2022 00:00,INV202203178232,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,69,1900,2000,5,6900,131100,Ernakulam,Wholesale,Retailer,Credit,Maharashtra
17-12-2022 00:00,INV202203174030,P004,Termination Box 2-Way Model,Distribution Products,Opton,253,1900,2000,5,25300,480700,Perumbavoor,Distributor,ISP,Full Cash,Karnataka
17-12-2022 00:00,INV202203178321,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,47,1900,2000,5,4700,89300,,Distributor,ISP,Full Cash,Telangana
17-12-2022 00:00,INV202203176136,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,81,1900,2000,5,8100,153900,Noida,Retail,,EMI,Delhi
17-12-2022 00:00,INV202203172175,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2570,95,100,5,12850,244150,Ernakulam,Distributor,Enterprise,,Kerala
17-12-2022 00:00,INV202203172066,P003,V1600D4-L,GEPON OLT,Netlink,3,90000,100000,10,30000,270000,Bangalore,Distributor,ISP,EMI,Karnataka
17-12-2022 00:00,INV202203172108,P003,V1600D4-L,GEPON OLT,Netlink,4,90000,100000,10,40000,360000,Ernakulam,Distributor,Distributor,Credit,Kerala
17-12-2022 00:00,INV202203172966,P004,V1600G2,GPON OLT,Netlink,1,180000,200000,10,20000,180000,Chennai,Retail,ISP,EMI,Tamil Nadu
18-12-2022 00:00,INV202203187213,P004,Termination Box 2-Way Model,Distribution Products,Opton,154,1900,2000,5,15400,292600,Coimbatore,Distributor,Enterprise,Full Cash,Tamil Nadu
18-12-2022 00:00,INV202203186034,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2240,95,100,5,11200,212800,Perumbavoor,Wholesale,Enterprise,Full Cash,Karnataka
18-12-2022 00:00,INV202203185869,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,50,1900,2000,5,5000,95000,,Distributor,International Buyers,EMI,Delhi
18-12-2022 00:00,INV202203181058,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,155,1900,2000,5,15500,294500,Perumbavoor,Retail,ISP,Credit,Kerala
18-12-2022 00:00,INV202203189793,P005,HG2802RGWT,GPON ONT,Netlink,213,4750,5000,5,53250,1011750,Hyderabad,Distributor,Retailer,EMI,Telangana
18-12-2022 00:00,INV202203181793,P004,Termination Box 2-Way Model,Distribution Products,Opton,94,1900,2000,5,9400,178600,Chennai,Distributor,Enterprise,Credit,Tamil Nadu
18-12-2022 00:00,INV202203181442,P004,V1600G2,GPON OLT,Netlink,3,180000,200000,10,60000,540000,Perumbavoor,Distributor,ISP,EMI,Kerala
18-12-2022 00:00,INV202203187361,P004,V1600G2,GPON OLT,Netlink,10,180000,200000,10,200000,1800000,,Distributor,International Buyers,Credit,Kerala
18-12-2022 00:00,INV202203186536,P003,V1600D4-L,GEPON OLT,Netlink,6,90000,100000,10,60000,540000,Coimbatore,Wholesale,Distributor,Credit,Tamil Nadu
19-12-2022 00:00,SYN202212190101,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,557,95,100,5,2785,52915,Coimbatore,Distributor,ISP,Full Cash,Tamil Nadu
20-12-2022 00:00,SYN202212200102,P004,Termination Box 2-Way Model,Distribution Products,Opton,226,1900,2000,5,22600,429400,Bangalore,Wholesale,ISP,EMI,Karnataka
21-12-2022 00:00,INV202203217032,P004,V1600G2,GPON OLT,Netlink,9,180000,200000,10,180000,1620000,,Wholesale,Distributor,EMI,Tamil Nadu
21-12-2022 00:00,INV202203217094,P003,V1600D4-L,GEPON OLT,Netlink,7,90000,100000,10,70000,630000,Coimbatore,Distributor,Enterprise,Credit,Tamil Nadu
21-12-2022 00:00,INV202203215045,P005,HG2802RGWT,GPON ONT,Netlink,60,4750,5000,5,15000,285000,Perumbavoor,Distributor,Distributor,Full Cash,Kerala
21-12-2022 00:00,INV202203214460,P004,V1600G2,GPON OLT,Netlink,3,180000,200000,10,60000,540000,Hyderabad,Distributor,Enterprise,EMI,Telangana
21-12-2022 00:00,INV202203218170,P005,HG2802RGWT,GPON ONT,Netlink,68,4750,5000,5,17000,323000,Hyderabad,Wholesale,Enterprise,Credit,Telangana
21-12-2022 00:00,INV202203213277,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,176,1900,2000,5,17600,334400,Coimbatore,Distributor,Enterprise,Credit,Maharashtra
21-12-2022 00:00,INV202203218886,P004,Termination Box 2-Way Model,Distribution Products,Opton,252,1900,2000,5,25200,478800,Perumbavoor,Distributor,ISP,Full Cash,Kerala
21-12-2022 00:00,INV202203214504,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2688,95,100,5,13440,255360,Perumbavoor,Distributor,Retailer,EMI,Kerala
21-12-2022 00:00,INV202203217653,P005,HG2802RGWT,GPON ONT,Netlink,121,4750,5000,5,30250,574750,Chennai,Wholesale,ISP,EMI,Tamil Nadu
21-12-2022 00:00,INV202203217919,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,39,1900,2000,5,3900,74100,Perumbavoor,Retail,ISP,EMI,Kerala
22-12-2022 00:00,INV202203229652,P005,HG2802RGWT,GPON ONT,Netlink,32,4750,5000,5,8000,152000,Perumbavoor,Wholesale,Enterprise,Credit,Kerala
22-12-2022 00:00,INV202203221163,P005,HG2802RGWT,GPON ONT,Netlink,207,4750,5000,5,51750,983250,Hyderabad,Retail,International Buyers,Credit,Telangana
22-12-2022 00:00,INV202203228088,P004,V1600G2,GPON OLT,Netlink,7,180000,200000,10,140000,1260000,Chennai,Wholesale,Distributor,EMI,Tamil Nadu
22-12-2022 00:00,INV202203224193,P004,V1600G2,GPON OLT,Netlink,5,180000,200000,10,100000,900000,Perumbavoor,Distributor,ISP,Credit,Kerala
22-12-2022 00:00,INV202203222921,P003,V1600D4-L,GEPON OLT,Netlink,8,90000,100000,10,80000,720000,Ernakulam,Distributor,ISP,EMI,Kerala
22-12-2022 00:00,INV202203227507,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,248,1900,2000,5,24800,471200,Noida,Distributor,Retailer,Credit,Delhi
22-12-2022 00:00,INV202203226405,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,1352,95,100,5,6760,128440,Chennai,Distributor,International Buyers,EMI,Tamil Nadu
22-12-2022 00:00,INV202203221629,P004,Termination Box 2-Way Model,Distribution Products,Opton,269,1900,2000,5,26900,511100,Coimbatore,Distributor,Retailer,Credit,Maharashtra
22-12-2022 00:00,INV202203227800,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,1373,95,100,5,6865,130435,Perumbavoor,Wholesale,International Buyers,EMI,Kerala
23-12-2022 00:00,INV202203233405,P003,V1600D4-L,GEPON OLT,Netlink,7,90000,100000,10,70000,630000,Perumbavoor,Distributor,Retailer,Full Cash,Kerala
23-12-2022 00:00,INV202203234328,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,220,1900,2000,5,22000,418000,Perumbavoor,Distributor,Distributor,Credit,Kerala
23-12-2022 00:00,INV202203239713,P004,V1600G2,GPON OLT,Netlink,11,180000,200000,10,220000,1980000,Ernakulam,Wholesale,International Buyers,Full Cash,Kerala
23-12-2022 00:00,INV202203237599,P004,Termination Box 2-Way Model,Distribution Products,Opton,258,1900,2000,5,25800,490200,Coimbatore,Distributor,Retailer,Full Cash,Tamil Nadu
23-12-2022 00:00,INV202203235401,P005,HG2802RGWT,GPON ONT,Netlink,224,4750,5000,5,56000,1064000,Coimbatore,Retail,Retailer,Full Cash,Tamil Nadu
23-12-2022 00:00,INV202203236601,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2937,95,100,5,14685,279015,Perumbavoor,Wholesale,Retailer,Full Cash,Kerala
24-12-2022 00:00,INV202203245788,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2829,95,100,5,14145,268755,Perumbavoor,Wholesale,ISP,EMI,Karnataka
24-12-2022 00:00,INV202203246657,P005,HG2802RGWT,GPON ONT,Netlink,229,4750,5000,5,57250,1087750,Noida,Wholesale,Distributor,,Delhi
24-12-2022 00:00,INV202203241712,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,83,1900,2000,5,8300,157700,Bangalore,Retail,ISP,Full Cash,Karnataka
24-12-2022 00:00,INV202203247918,P003,V1600D4-L,GEPON OLT,Netlink,7,90000,100000,10,70000,630000,Chennai,Distributor,Retailer,Credit,Tamil Nadu
24-12-2022 00:00,INV202203248668,P004,V1600G2,GPON OLT,Netlink,10,180000,200000,10,200000,1800000,Coimbatore,Distributor,Retailer,Credit,Tamil Nadu
24-12-2022 00:00,INV202203241489,P004,Termination Box 2-Way Model,Distribution Products,Opton,244,1900,2000,5,24400,463600,,Distributor,ISP,Full Cash,Kerala
24-12-2022 00:00,INV202203246728,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,133,1900,2000,5,13300,252700,Perumbavoor,Wholesale,Enterprise,Credit,Kerala
25-12-2022 00:00,INV202203252985,P004,V1600G2,GPON OLT,Netlink,3,180000,200000,10,60000,540000,Bangalore,Distributor,Retailer,EMI,Karnataka
25-12-2022 00:00,INV202203259146,P004,Termination Box 2-Way Model,Distribution Products,Opton,240,1900,2000,5,24000,456000,Perumbavoor,Retail,International Buyers,Full Cash,Kerala
25-12-2022 00:00,INV202203259112,P005,HG2802RGWT,GPON ONT,Netlink,228,4750,5000,5,57000,1083000,Perumbavoor,Distributor,International Buyers,Credit,Kerala
25-12-2022 00:00,INV202203251198,P003,V1600D4-L,GEPON OLT,Netlink,3,90000,100000,10,30000,270000,,Wholesale,Enterprise,Credit,Telangana
25-12-2022 00:00,INV202203252147,P003,V1600D4-L,GEPON OLT,Netlink,4,90000,100000,10,40000,360000,Perumbavoor,Wholesale,ISP,Full Cash,Karnataka
25-12-2022 00:00,INV202203256680,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,1216,95,100,5,6080,115520,Perumbavoor,Distributor,Retailer,Full Cash,Kerala
25-12-2022 00:00,INV202203256575,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,205,1900,2000,5,20500,389500,Perumbavoor,Distributor,Retailer,Full Cash,Kerala
25-12-2022 00:00,INV202203257844,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,1632,95,100,5,8160,155040,Coimbatore,Wholesale,Distributor,Credit,Maharashtra
25-12-2022 00:00,INV202203255844,P004,V1600G2,GPON OLT,Netlink,7,180000,200000,10,140000,1260000,Coimbatore,Retail,Distributor,EMI,Maharashtra
25-12-2022 00:00,INV202203255012,P003,V1600D4-L,GEPON OLT,Netlink,1,90000,100000,10,10000,90000,Ernakulam,Retail,ISP,Credit,Kerala
26-12-2022 00:00,SYN202212260103,P003,V1600D4-L,GEPON OLT,Netlink,6,90000,100000,10,60000,540000,Ernakulam,Distributor,Retailer,Credit,Karnataka
27-12-2022 00:00,SYN202212270104,P004,Termination Box 2-Way Model,Distribution Products,Opton,80,1900,2000,5,8000,152000,Ernakulam,Retail,Distributor,EMI,Kerala
28-12-2022 00:00,INV202203283492,P004,V1600G2,GPON OLT,Netlink,10,180000,200000,10,200000,1800000,Perumbavoor,Retail,Retailer,Credit,Kerala
28-12-2022 00:00,INV202203287368,P005,HG2802RGWT,GPON ONT,Netlink,180,4750,5000,5,45000,855000,Perumbavoor,Distributor,International Buyers,Credit,Kerala
28-12-2022 00:00,INV202203282227,P005,HG2802RGWT,GPON ONT,Netlink,55,4750,5000,5,13750,261250,Coimbatore,Distributor,Distributor,Credit,Tamil Nadu
28-12-2022 00:00,INV202203283712,P004,Termination Box 2-Way Model,Distribution Products,Opton,247,1900,2000,5,24700,469300,Perumbavoor,Distributor,ISP,Full Cash,Kerala
28-12-2022 00:00,INV202203284836,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,1398,95,100,5,6990,132810,Perumbavoor,Wholesale,Retailer,Credit,Karnataka
28-12-2022 00:00,INV202203283335,P003,V1600D4-L,GEPON OLT,Netlink,7,90000,100000,10,70000,630000,Noida,Retail,Retailer,EMI,Delhi
28-12-2022 00:00,INV202203282204,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,272,1900,2000,5,27200,516800,Perumbavoor,Retail,ISP,Full Cash,Kerala
28-12-2022 00:00,INV202203284983,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,1177,95,100,5,5885,111815,Chennai,Distributor,Enterprise,Full Cash,Tamil Nadu
29-12-2022 00:00,INV202203294449,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,1,95,100,5,5,95,Perumbavoor,Distributor,Distributor,Credit,Kerala
29-12-2022 00:00,INV202203299225,P004,PLC Splitter 1x4 Without Connector,Splitter,Fober,235,1900,2000,5,23500,446500,Coimbatore,Distributor,Retailer,EMI,Maharashtra
29-12-2022 00:00,INV202203297580,P004,Termination Box 2-Way Model,Distribution Products,Opton,204,1900,2000,5,20400,387600,Perumbavoor,Distributor,Distributor,EMI,Kerala
29-12-2022 00:00,INV202203298006,P001,Fiber Optic Patch Cord (SC/APC) 5 Mtr,Patch Cord,Fober,2846,95,100,5,14230,270370,Perumbavoor,Wholesale,International Buyers,Credit,Kerala
